control_type,control_id,N,s,z,E,degree,d0_residual,magnitude_min,magnitude_max,magnitude_range
inventory,composites,16,(1.25+0j),0.15,0.0010819462102449003,16,0.0,0.8889879806753558,0.8909137379719279,0.0019257572965720726
inventory,composites,16,(1.25+0j),0.35,0.0061313988293580975,16,0.0,0.7553904278617807,0.7647106785062714,0.009320250644490713
inventory,composites,16,(1.25+0j),0.6,0.018982125994664055,16,0.0,0.6097858874370108,0.6333815720307465,0.023595684593735733
inventory,composites,16,(1.5+0j),0.15,0.00041158234971671193,16,0.0,0.9340192536949952,0.9347884219196108,0.0007691682246155906
inventory,composites,16,(1.5+0j),0.35,0.0023053589044249893,16,0.0,0.850796900155438,0.8547287441833814,0.003931844027943443
inventory,composites,16,(1.5+0j),0.6,0.0070266139528049,16,0.0,0.7541113461758273,0.7647839201237214,0.010672573947894115
inventory,composites,16,(2+0j),0.15,6.859990751338704e-05,16,0.0,0.9756650920822517,0.9757989623358122,0.00013387025356048632
inventory,composites,16,(2+0j),0.35,0.000378927722658322,16,0.0,0.9437518793787649,0.9444673779875801,0.000715498608815146
inventory,composites,16,(2+0j),0.6,0.0011341706048398287,16,0.0,0.9047102885031783,0.9067648099484634,0.0020545214452851734
inventory,composites,16,(1.5+0.75j),0.15,0.0003298100026154665,16,0.0,1.000481896859368,1.0011420424840884,0.0006601456247203874
inventory,composites,16,(1.5+0.75j),0.35,0.0018237460995659753,16,0.0,1.000694732759312,1.0043513684367371,0.003656635677425024
inventory,composites,16,(1.5+0.75j),0.6,0.005461994709816172,16,0.0,1.000236833816453,1.0112233386805451,0.01098650486409225
inventory,shuffled_primes,16,(1.25+0j),0.15,1.028431103217044e-06,16,0.0,0.9963073019574211,0.9963093512263641,2.0492689429829625e-06
inventory,shuffled_primes,16,(1.25+0j),0.35,5.607878225074865e-06,16,0.0,0.9913980321126993,0.9914091514539284,1.1119341229104407e-05
inventory,shuffled_primes,16,(1.25+0j),0.6,1.651216273033646e-05,16,0.0,0.985284425517432,0.9853169644082567,3.253889082466266e-05
inventory,shuffled_primes,16,(1.5+0j),0.15,1.186157355344971e-07,16,0.0,0.9988452183161565,0.9988454552737052,2.369575486937947e-07
inventory,shuffled_primes,16,(1.5+0j),0.35,6.462108094035442e-07,16,0.0,0.9973067094616915,0.9973079984032763,1.2889415847983088e-06
inventory,shuffled_primes,16,(1.5+0j),0.6,1.9005917618175864e-06,16,0.0,0.9953855012513696,0.9953892849015279,3.783650158295515e-06
inventory,shuffled_primes,16,(2+0j),0.15,2.038004560464448e-09,16,0.0,0.9998727386243903,0.9998727426998807,4.075490389610081e-09
inventory,shuffled_primes,16,(2+0j),0.35,1.1096976905329115e-08,16,0.0,0.9997030649544983,0.9997030871418623,2.2187363946102323e-08
inventory,shuffled_primes,16,(2+0j),0.6,3.2615838758640844e-08,16,0.0,0.999490985988507,0.9994910511869828,6.519847572938886e-08
inventory,shuffled_primes,16,(1.5+0.75j),0.15,7.803677618211603e-08,16,0.0,1.000917394795035,1.0009175510116837,1.5621664872789154e-07
inventory,shuffled_primes,16,(1.5+0.75j),0.35,4.245910291893881e-07,16,0.0,1.0021412817437947,1.00214213274363,8.509998352668191e-07
inventory,shuffled_primes,16,(1.5+0.75j),0.6,1.2467658293051566e-06,16,0.0,1.0036722558903446,1.0036747585774024,2.5026870578148674e-06
inventory,random_increasing,16,(1.25+0j),0.15,5.452054849369807e-06,16,0.0,0.9915320381900261,0.991542850023087,1.0811833060841991e-05
inventory,random_increasing,16,(1.25+0j),0.35,2.977282118804109e-05,16,0.0,0.9803223077603057,0.9803806834198504,5.8375659544696035e-05
inventory,random_increasing,16,(1.25+0j),0.6,8.782633130515671e-05,16,0.0,0.9664394364263932,0.9666092089967891,0.00016977257039596516
inventory,random_increasing,16,(1.5+0j),0.15,7.647645903334005e-07,16,0.0,0.9970222558445844,0.9970237808203847,1.5249758003044178e-06
inventory,random_increasing,16,(1.5+0j),0.35,4.169414464156786e-06,16,0.0,0.9930610607779341,0.9930693417787623,8.281000828169738e-06
inventory,random_increasing,16,(1.5+0j),0.6,1.2273962710971234e-05,16,0.0,0.9881242180160316,0.9881484747133681,2.4256697336522137e-05
inventory,random_increasing,16,(2+0j),0.15,1.858745272734657e-08,16,0.0,0.999598753605139,0.9995987907651287,3.715998975195589e-08
inventory,random_increasing,16,(2+0j),0.35,1.012269979213548e-07,16,0.0,0.9990638786316917,0.9990640808961864,2.0226449470861496e-07
inventory,random_increasing,16,(2+0j),0.6,2.97588711067837e-07,16,0.0,0.9983954781079974,0.9983960723306212,5.942226237731774e-07
inventory,random_increasing,16,(1.5+0.75j),0.15,5.373635277802272e-07,16,0.0,1.0025926636288682,1.0025937411382,1.0775093317594298e-06
inventory,random_increasing,16,(1.5+0.75j),0.35,2.9229826898551975e-06,16,0.0,1.0060574672425433,1.0060633485885184,5.881345975122798e-06
inventory,random_increasing,16,(1.5+0.75j),0.6,8.580219288879931e-06,16,0.0,1.0104012185596645,1.0104185573814435,1.7338821779011582e-05
inventory,primes,32,(1.25+0j),0.15,0.004251667620611782,32,0.0,0.8297892768434824,0.8368753681898707,0.007086091346388379
inventory,primes,32,(1.25+0j),0.35,0.026123625374237312,32,0.0,0.6296172432435264,0.6633932330088296,0.03377598976530316
inventory,primes,32,(1.25+0j),0.6,0.09079158516385807,32,0.0,0.4196079876639715,0.5033471956568644,0.08373920799289286
inventory,primes,32,(1.5+0j),0.15,0.002477700588619086,32,0.0,0.8798123803947875,0.8841830311710754,0.004370650776287954
inventory,primes,32,(1.5+0j),0.35,0.01491104027906271,32,0.0,0.7299424961838882,0.752040108696573,0.022097612512684828
inventory,primes,32,(1.5+0j),0.6,0.0502088563256891,32,0.0,0.5591099922963784,0.618214088749245,0.05910409645286663
inventory,primes,32,(2+0j),0.15,0.0009338754182963819,32,0.0,0.9328891720445974,0.9346332052466938,0.0017440332020963734
inventory,primes,32,(2+0j),0.35,0.00544257612873019,32,0.0,0.845117353116139,0.8543669189490569,0.009249565832917916
inventory,primes,32,(2+0j),0.6,0.017499274940272324,32,0.0,0.7382454592838782,0.7645429838646051,0.026297524580726872
inventory,primes,32,(1.5+0.75j),0.15,0.002148148709929787,32,0.0,0.9400040601507519,0.9440512887158063,0.0040472285650544615
inventory,primes,32,(1.5+0.75j),0.35,0.012722350532671234,32,0.0,0.8574293930084345,0.879527272760004,0.022097879751569516
inventory,primes,32,(1.5+0.75j),0.6,0.04167656066922534,32,0.0,0.7501474841902804,0.815391755687405,0.06524427149712453
inventory,composites,32,(1.25+0j),0.15,0.0011328817311120364,32,0.0,0.8651265416508946,0.8670889361802123,0.001962394529317679
inventory,composites,32,(1.25+0j),0.35,0.006410138467612494,32,0.0,0.7087581532168267,0.7179031407020328,0.00914498748520609
inventory,composites,32,(1.25+0j),0.6,0.019806612897640845,32,0.0,0.5464071033703953,0.5684869096807698,0.022079806310374428
inventory,composites,32,(1.5+0j),0.15,0.00042040976383885854,32,0.0,0.9236667420216467,0.9244437056657651,0.0007769636441183891
inventory,composites,32,(1.5+0j),0.35,0.002353524613482555,32,0.0,0.8289221938502846,0.8328331709002252,0.003910977049940589
inventory,composites,32,(1.5+0j),0.6,0.007168551710994701,32,0.0,0.7211165024020351,0.7315297481197617,0.010413245717726616
inventory,composites,32,(2+0j),0.15,6.887163279637666e-05,32,0.0,0.9738275481182851,0.9739616955437486,0.00013414742546347114
inventory,composites,32,(2+0j),0.35,0.00038040772279445626,32,0.0,0.9396085671367419,0.9403237078778405,0.0007151407410985744
inventory,composites,32,(2+0j),0.6,0.0011385222247375483,32,0.0,0.8979096041435977,0.8999565143051322,0.0020469101615345764
inventory,composites,32,(1.5+0.75j),0.15,0.000323173382755173,32,0.0,1.0103723278244654,1.0110255891583222,0.0006532613338567916
inventory,composites,32,(1.5+0.75j),0.35,0.0017883322051183807,32,0.0,1.0239432311818752,1.027612080841416,0.0036688496595407294
inventory,composites,32,(1.5+0.75j),0.6,0.005360704288343306,32,0.0,1.040430554225283,1.051645411366882,0.011214857141599088
inventory,shuffled_primes,32,(1.25+0j),0.15,3.320666861638715e-05,32,0.0,0.9836016350972058,0.983666961533565,6.532643635925872e-05
inventory,shuffled_primes,32,(1.25+0j),0.35,0.0001824615109259062,32,0.0,0.9619562163718323,0.9623073204027943,0.0003511040309620572
inventory,shuffled_primes,32,(1.25+0j),0.6,0.000542485674888698,32,0.0,0.9352506247865048,0.9362658956542443,0.0010152708677395594
inventory,shuffled_primes,32,(1.5+0j),0.15,9.186361894212407e-06,32,0.0,0.992897726441576,0.9929159688448354,1.8242403259316475e-05
inventory,shuffled_primes,32,(1.5+0j),0.35,5.027756158583232e-05,32,0.0,0.9834500579532749,0.983548953867215,9.889591394007802e-05
inventory,shuffled_primes,32,(1.5+0j),0.6,0.00014873230848225775,32,0.0,0.9716760839964956,0.9719651662461012,0.0002890822496055545
inventory,shuffled_primes,32,(2+0j),0.15,7.863866873682838e-07,32,0.0,0.9983819289819906,0.9983834992117411,1.570229750447183e-06
inventory,shuffled_primes,32,(2+0j),0.35,4.288417961577e-06,32,0.0,0.9962236887160424,0.9962322331998056,8.544483763195387e-06
inventory,shuffled_primes,32,(2+0j),0.6,1.2628431676961675e-05,32,0.0,0.9935245878130202,0.9935496814446666,2.50936316463779e-05
inventory,shuffled_primes,32,(1.5+0.75j),0.15,8.238774531333951e-06,32,0.0,1.0033841316954226,1.0034006651423546,1.653344693197667e-05
inventory,shuffled_primes,32,(1.5+0.75j),0.35,4.480845114007028e-05,32,0.0,1.0079108981085456,1.008001226566335,9.032845778933485e-05
inventory,shuffled_primes,32,(1.5+0.75j),0.6,0.00013150414951275453,32,0.0,1.0135926907141612,1.0138593090636994,0.0002666183495381169
inventory,random_increasing,32,(1.25+0j),0.15,2.4407929964219698e-05,32,0.0,0.9850358134702601,0.9850839000142464,4.8086543986247676e-05
inventory,random_increasing,32,(1.25+0j),0.35,0.00013429199629188596,32,0.0,0.9652770919959903,0.9655363847919853,0.0002592927959950142
inventory,random_increasing,32,(1.25+0j),0.6,0.00039992442302802164,32,0.0,0.9408876603409213,0.9416405293341357,0.0007528689932143617
inventory,random_increasing,32,(1.5+0j),0.15,5.839123579986188e-06,32,0.0,0.993709409181342,0.9937210140331897,1.160485184770188e-05
inventory,random_increasing,32,(1.5+0j),0.35,3.197088387131679e-05,32,0.0,0.9853434920076853,0.9854064986267739,6.300661908853478e-05
inventory,random_increasing,32,(1.5+0j),0.6,9.462436361491577e-05,32,0.0,0.9749206917558133,0.9751052117159245,0.00018451996011115135
inventory,random_increasing,32,(2+0j),0.15,3.874946014765784e-07,32,0.0,0.9986291832251383,0.9986299571522729,7.739271346007826e-07
inventory,random_increasing,32,(2+0j),0.35,2.113023354972435e-06,32,0.0,0.9968014041971526,0.9968056167353484,4.212538195824678e-06
inventory,random_increasing,32,(2+0j),0.6,6.221974995152903e-06,32,0.0,0.9945166435838713,0.9945290193762504,1.237579237911568e-05
inventory,random_increasing,32,(1.5+0.75j),0.15,4.879670410009794e-06,32,0.0,1.0031001792833816,1.0031099689057028,9.789622321232372e-06
inventory,random_increasing,32,(1.5+0.75j),0.35,2.651207377845446e-05,32,0.0,1.0072496158863395,1.0073030252446167,5.3409358277134444e-05
inventory,random_increasing,32,(1.5+0.75j),0.6,7.770932397712734e-05,32,0.0,1.012461929780831,1.0126192971846186,0.0001573674037875783
inventory,primes,64,(1.25+0j),0.15,0.004253009674138016,64,0.0,0.8247068077710358,0.8317517292286074,0.007044921457571629
inventory,primes,64,(1.25+0j),0.35,0.026130937082670114,64,0.0,0.6206518226475458,0.6539564224099125,0.03330459976236666
inventory,primes,64,(1.25+0j),0.6,0.09081310194096721,64,0.0,0.4094118580800117,0.4911373934290916,0.08172553534907989
inventory,primes,64,(1.5+0j),0.15,0.002477800698536734,64,0.0,0.8783716207185555,0.882735290962873,0.004363670244317497
inventory,primes,64,(1.5+0j),0.35,0.014911585426004044,64,0.0,0.7271560877937692,0.7491701639285283,0.022014076134759142
inventory,primes,64,(1.5+0j),0.6,0.050210458935621205,64,0.0,0.5554556518953829,0.6141754125483906,0.05871976065300766
inventory,primes,64,(2+0j),0.15,0.0009338759970599143,64,0.0,0.9327791478622646,0.9345229764562538,0.0017438285939892495
inventory,primes,64,(2+0j),0.35,0.00544257927982585,64,0.0,0.844884800126519,0.8541318261168951,0.009247025990376079
inventory,primes,64,(2+0j),0.6,0.01749928420086667,64,0.0,0.7378972411130895,0.7641823757399651,0.02628513462687554
inventory,primes,64,(1.5+0.75j),0.15,0.002148243104422167,64,0.0,0.9410424466400247,0.9450943244435479,0.0040518778035232295
inventory,primes,64,(1.5+0.75j),0.35,0.012722863080617866,64,0.0,0.8596408233909726,0.8817966005477966,0.02215577715682404
inventory,primes,64,(1.5+0.75j),0.6,0.04167805306226819,64,0.0,0.7534667506887748,0.8190021605828958,0.06553540989412099
inventory,composites,64,(1.25+0j),0.15,0.0011547407637931858,64,0.0,0.8433645986311107,0.8453145845392747,0.0019499859081639759
inventory,composites,64,(1.25+0j),0.35,0.006529432936484366,64,0.0,0.6677861103598385,0.6765638421806265,0.008777731820788004
inventory,composites,64,(1.25+0j),0.6,0.020158266956211056,64,0.0,0.4932747953429891,0.5135686091464383,0.02029381380344919
inventory,composites,64,(1.5+0j),0.15,0.0004232015935741356,64,0.0,0.9154091369838759,0.9161842701990286,0.0007751332151526569
inventory,composites,64,(1.5+0j),0.35,0.0023687378810211012,64,0.0,0.8117233003116052,0.8155779452528179,0.0038546449412126815
inventory,composites,64,(1.5+0j),0.6,0.00721330939680707,64,0.0,0.6956383793128635,0.7057468812153467,0.010108501902483136
inventory,composites,64,(2+0j),0.15,6.891827457395037e-05,64,0.0,0.9727336627790578,0.9728677502713626,0.00013408749230481298
inventory,composites,64,(2+0j),0.35,0.00038066169205008257,64,0.0,0.9371474986199608,0.9378612426053172,0.0007137439853563965
inventory,composites,64,(2+0j),0.6,0.001139268696218048,64,0.0,0.8938812247885248,0.8959202892542086,0.002039064465683804
inventory,composites,64,(1.5+0.75j),0.15,0.0003205509613885058,64,0.0,1.0193994375961808,1.0200531824224368,0.0006537448262560197
inventory,composites,64,(1.5+0.75j),0.35,0.0017739906985850087,64,0.0,1.0454210467206642,1.0491367396457312,0.0037156929250670157
inventory,composites,64,(1.5+0.75j),0.6,0.00531834969180146,64,0.0,1.0781320102742122,1.0896609929381205,0.011528982663908227
inventory,shuffled_primes,64,(1.25+0j),0.15,0.0010036882463017641,64,0.0,0.9191323633709679,0.920979261397357,0.0018468980263890433
inventory,shuffled_primes,64,(1.25+0j),0.35,0.005728736304379057,64,0.0,0.8159764351673015,0.8253792666811611,0.009402831513859677
inventory,shuffled_primes,64,(1.25+0j),0.6,0.01792763228749546,64,0.0,0.6947288637931519,0.7200916338836121,0.025362770090460174
inventory,shuffled_primes,64,(1.5+0j),0.15,0.0005322082123568059,64,0.0,0.9484198623612495,0.9494299135498231,0.0010100511885735575
inventory,shuffled_primes,64,(1.5+0j),0.35,0.0030040201527086765,64,0.0,0.8807016780010841,0.8860089042876449,0.005307226286560773
inventory,shuffled_primes,64,(1.5+0j),0.6,0.00925546442174649,64,0.0,0.7979076379867286,0.8128154215899525,0.014907783603223868
inventory,shuffled_primes,64,(2+0j),0.15,0.0001602449397408956,62,0.0,0.9754192884058144,0.9757319505176396,0.00031266211182523485
inventory,shuffled_primes,64,(2+0j),0.35,0.0008910456047293567,64,0.0,0.9426153495479267,0.9442966740682873,0.0016813245203606275
inventory,shuffled_primes,64,(2+0j),0.6,0.0026904687265344074,64,0.0,0.9015875552579646,0.9064520254464778,0.004864470188513215
inventory,shuffled_primes,64,(1.5+0.75j),0.15,0.0004899736289871745,64,0.0,0.9809198519186516,0.9818815634413508,0.0009617115226991935
inventory,shuffled_primes,64,(1.5+0.75j),0.35,0.0027346818328134142,64,0.0,0.9549115191394687,0.9601485666882982,0.0052370475488294765
inventory,shuffled_primes,64,(1.5+0.75j),0.6,0.008288045439802301,64,0.0,0.9215745697424423,0.9369780227980243,0.015403453055581995
inventory,random_increasing,64,(1.25+0j),0.15,5.7334948891018996e-06,64,0.0,0.989965352324634,0.9899767043122963,1.1351987662333585e-05
inventory,random_increasing,64,(1.25+0j),0.35,3.1342399736005404e-05,64,0.0,0.9767076044440058,0.9767688310833132,6.122663930741012e-05
inventory,random_increasing,64,(1.25+0j),0.6,9.257790752812523e-05,64,0.0,0.9603294979510923,0.9605073250046186,0.00017782705352620276
inventory,random_increasing,64,(1.5+0j),0.15,9.182950409436978e-07,64,0.0,0.9967278029894416,0.99672963357152,1.8305820783659499e-06
inventory,random_increasing,64,(1.5+0j),0.35,5.009295845676259e-06,64,0.0,0.9923754218938533,0.9923853641478134,9.942253960115721e-06
inventory,random_increasing,64,(1.5+0j),0.6,1.4756936918312087e-05,64,0.0,0.986951866172357,0.9869809953750753,2.9129202718358727e-05
inventory,random_increasing,64,(2+0j),0.15,2.955216966608057e-08,54,0.0,0.9995562659658427,0.9995563250439571,5.907811440053479e-08
inventory,random_increasing,64,(2+0j),0.35,1.6096135006335905e-07,58,0.0,0.9989647043698945,0.9989650259593613,3.215894668340269e-07
inventory,random_increasing,64,(2+0j),0.6,4.732726814132316e-07,60,0.0,0.9982253870345393,0.9982263319005976,9.448660582833668e-07
inventory,random_increasing,64,(1.5+0.75j),0.15,6.846369639155661e-07,64,0.0,1.0021264653716664,1.0021278375551235,1.3721834570823432e-06
inventory,random_increasing,64,(1.5+0.75j),0.35,3.7219958995635727e-06,64,0.0,1.0049663626127994,1.0049738436005675,7.480987768149205e-06
inventory,random_increasing,64,(1.5+0.75j),0.6,1.0918042363763692e-05,64,0.0,1.008523645699665,1.0085456681302,2.20224305351735e-05
inventory,primes,128,(1.25+0j),0.15,0.004253323704526208,94,0.0,0.8212093295268768,0.8282248945297421,0.007015565002865376
inventory,primes,128,(1.25+0j),0.35,0.026132647264409996,102,0.0,0.6145267008322538,0.6475048369514586,0.03297813611920475
inventory,primes,128,(1.25+0j),0.6,0.09081813205497141,110,0.0,0.40250859304390885,0.48286097440908404,0.0803523813651752
inventory,primes,128,(1.5+0j),0.15,0.002477815929345968,82,0.0,0.8775668324164759,0.8819265314106762,0.004359698994200301
inventory,primes,128,(1.5+0j),0.35,0.014911668354370924,90,0.0,0.7256024249849365,0.7475695891933788,0.021967164208442247
inventory,primes,128,(1.5+0j),0.6,0.05021070268692068,94,0.0,0.5534226021751478,0.6119277381096215,0.058505135934473707
inventory,primes,128,(2+0j),0.15,0.0009338760342366218,68,0.0,0.9327389433079146,0.9344826968090586,0.0017437535011439742
inventory,primes,128,(2+0j),0.35,0.005442579482233045,72,0.0,0.8447998314276521,0.854045927805299,0.00924609637764684
inventory,primes,128,(2+0j),0.6,0.017499284795701644,76,0.0,0.7377700297544002,0.7640506338087482,0.026280604054347956
inventory,primes,128,(1.5+0.75j),0.15,0.0021482472886605454,82,0.0,0.9411410065998903,0.9451933167130601,0.004052310113169755
inventory,primes,128,(1.5+0.75j),0.35,0.012722890015058386,90,0.0,0.8598509215275374,0.8820121611668952,0.022161239639357788
inventory,primes,128,(1.5+0.75j),0.6,0.04167814920161194,94,0.0,0.7537824570332902,0.819345484263412,0.06556302723012186
inventory,composites,128,(1.25+0j),0.15,0.0011637161975016723,108,0.0,0.8240309171415681,0.8259510270669814,0.0019201099254133602
inventory,composites,128,(1.25+0j),0.35,0.006578352482132645,120,0.0,0.6325840587712975,0.6409617836889604,0.008377724917662865
inventory,composites,128,(1.25+0j),0.6,0.020302237792878448,126,0.0,0.4495018438941671,0.46812955609436685,0.018627712200199764
inventory,composites,128,(1.5+0j),0.15,0.0004240383340159177,96,0.0,0.909033252287072,0.9098045091876498,0.000771256900577777
inventory,composites,128,(1.5+0j),0.35,0.002373295022922204,106,0.0,0.7985894253129612,0.8023890143466742,0.0037995890337130245
inventory,composites,128,(1.5+0j),0.6,0.007226707637324296,112,0.0,0.6764491156971592,0.68629716333564,0.009848047638480795
