color_count,even_dimension,odd_dimension,length,word,support_size,even_trace,odd_trace,supertrace,expected,common_sector_cancels,exact
5,7,2,4,3|0|2|1,4,169,169,0,0,True,True
5,7,2,4,3|0|2|2,3,154,154,0,0,True,True
5,7,2,4,3|0|2|3,3,139,139,0,0,True,True
5,7,2,4,3|0|2|4,4,124,124,0,0,True,True
5,7,2,4,3|0|3|0,2,247,247,0,0,True,True
5,7,2,4,3|0|3|1,3,211,211,0,0,True,True
5,7,2,4,3|0|3|2,3,175,175,0,0,True,True
5,7,2,4,3|0|3|3,2,139,139,0,0,True,True
5,7,2,4,3|0|3|4,3,103,103,0,0,True,True
5,7,2,4,3|0|4|0,3,310,310,0,0,True,True
5,7,2,4,3|0|4|1,4,253,253,0,0,True,True
5,7,2,4,3|0|4|2,4,196,196,0,0,True,True
5,7,2,4,3|0|4|3,3,139,139,0,0,True,True
5,7,2,4,3|0|4|4,3,82,82,0,0,True,True
5,7,2,4,3|1|0|0,3,85,85,0,0,True,True
5,7,2,4,3|1|0|1,3,103,103,0,0,True,True
5,7,2,4,3|1|0|2,4,121,121,0,0,True,True
5,7,2,4,3|1|0|3,3,139,139,0,0,True,True
5,7,2,4,3|1|0|4,4,157,157,0,0,True,True
5,7,2,4,3|1|1|0,3,127,127,0,0,True,True
5,7,2,4,3|1|1|1,2,88,88,0,0,True,True
5,7,2,4,3|1|1|2,3,49,49,0,0,True,True
5,7,2,4,3|1|1|3,2,10,10,0,0,True,True
5,7,2,4,3|1|1|4,3,-29,-29,0,0,True,True
5,7,2,4,3|1|2|0,4,169,169,0,0,True,True
5,7,2,4,3|1|2|1,3,73,73,0,0,True,True
5,7,2,4,3|1|2|2,3,-23,-23,0,0,True,True
5,7,2,4,3|1|2|3,3,-119,-119,0,0,True,True
5,7,2,4,3|1|2|4,4,-215,-215,0,0,True,True
5,7,2,4,3|1|3|0,3,211,211,0,0,True,True
5,7,2,4,3|1|3|1,2,58,58,0,0,True,True
5,7,2,4,3|1|3|2,3,-95,-95,0,0,True,True
5,7,2,4,3|1|3|3,2,-248,-248,0,0,True,True
5,7,2,4,3|1|3|4,3,-401,-401,0,0,True,True
5,7,2,4,3|1|4|0,4,253,253,0,0,True,True
5,7,2,4,3|1|4|1,3,43,43,0,0,True,True
5,7,2,4,3|1|4|2,4,-167,-167,0,0,True,True
5,7,2,4,3|1|4|3,3,-377,-377,0,0,True,True
5,7,2,4,3|1|4|4,3,-587,-587,0,0,True,True
5,7,2,4,3|2|0|0,3,112,112,0,0,True,True
5,7,2,4,3|2|0|1,4,121,121,0,0,True,True
5,7,2,4,3|2|0|2,3,130,130,0,0,True,True
5,7,2,4,3|2|0|3,3,139,139,0,0,True,True
5,7,2,4,3|2|0|4,4,148,148,0,0,True,True
5,7,2,4,3|2|1|0,4,133,133,0,0,True,True
5,7,2,4,3|2|1|1,3,49,49,0,0,True,True
5,7,2,4,3|2|1|2,3,-35,-35,0,0,True,True
5,7,2,4,3|2|1|3,3,-119,-119,0,0,True,True
5,7,2,4,3|2|1|4,4,-203,-203,0,0,True,True
5,7,2,4,3|2|2|0,3,154,154,0,0,True,True
5,7,2,4,3|2|2|1,3,-23,-23,0,0,True,True
5,7,2,4,3|2|2|2,2,-200,-200,0,0,True,True
5,7,2,4,3|2|2|3,2,-377,-377,0,0,True,True
5,7,2,4,3|2|2|4,3,-554,-554,0,0,True,True
5,7,2,4,3|2|3|0,3,175,175,0,0,True,True
5,7,2,4,3|2|3|1,3,-95,-95,0,0,True,True
5,7,2,4,3|2|3|2,2,-365,-365,0,0,True,True
5,7,2,4,3|2|3|3,2,-635,-635,0,0,True,True
5,7,2,4,3|2|3|4,3,-905,-905,0,0,True,True
5,7,2,4,3|2|4|0,4,196,196,0,0,True,True
5,7,2,4,3|2|4|1,4,-167,-167,0,0,True,True
5,7,2,4,3|2|4|2,3,-530,-530,0,0,True,True
5,7,2,4,3|2|4|3,3,-893,-893,0,0,True,True
5,7,2,4,3|2|4|4,3,-1256,-1256,0,0,True,True
5,7,2,4,3|3|0|0,2,139,139,0,0,True,True
5,7,2,4,3|3|0|1,3,139,139,0,0,True,True
5,7,2,4,3|3|0|2,3,139,139,0,0,True,True
5,7,2,4,3|3|0|3,2,139,139,0,0,True,True
5,7,2,4,3|3|0|4,3,139,139,0,0,True,True
5,7,2,4,3|3|1|0,3,139,139,0,0,True,True
5,7,2,4,3|3|1|1,2,10,10,0,0,True,True
5,7,2,4,3|3|1|2,3,-119,-119,0,0,True,True
5,7,2,4,3|3|1|3,2,-248,-248,0,0,True,True
5,7,2,4,3|3|1|4,3,-377,-377,0,0,True,True
5,7,2,4,3|3|2|0,3,139,139,0,0,True,True
5,7,2,4,3|3|2|1,3,-119,-119,0,0,True,True
5,7,2,4,3|3|2|2,2,-377,-377,0,0,True,True
5,7,2,4,3|3|2|3,2,-635,-635,0,0,True,True
5,7,2,4,3|3|2|4,3,-893,-893,0,0,True,True
5,7,2,4,3|3|3|0,2,139,139,0,0,True,True
5,7,2,4,3|3|3|1,2,-248,-248,0,0,True,True
5,7,2,4,3|3|3|2,2,-635,-635,0,0,True,True
5,7,2,4,3|3|3|3,1,-1021,-1022,1,1,True,True
5,7,2,4,3|3|3|4,2,-1409,-1409,0,0,True,True
5,7,2,4,3|3|4|0,3,139,139,0,0,True,True
5,7,2,4,3|3|4|1,3,-377,-377,0,0,True,True
5,7,2,4,3|3|4|2,3,-893,-893,0,0,True,True
5,7,2,4,3|3|4|3,2,-1409,-1409,0,0,True,True
5,7,2,4,3|3|4|4,2,-1925,-1925,0,0,True,True
5,7,2,4,3|4|0|0,3,166,166,0,0,True,True
5,7,2,4,3|4|0|1,4,157,157,0,0,True,True
5,7,2,4,3|4|0|2,4,148,148,0,0,True,True
5,7,2,4,3|4|0|3,3,139,139,0,0,True,True
5,7,2,4,3|4|0|4,3,130,130,0,0,True,True
5,7,2,4,3|4|1|0,4,145,145,0,0,True,True
5,7,2,4,3|4|1|1,3,-29,-29,0,0,True,True
5,7,2,4,3|4|1|2,4,-203,-203,0,0,True,True
5,7,2,4,3|4|1|3,3,-377,-377,0,0,True,True
5,7,2,4,3|4|1|4,3,-551,-551,0,0,True,True
5,7,2,4,3|4|2|0,4,124,124,0,0,True,True
5,7,2,4,3|4|2|1,4,-215,-215,0,0,True,True
5,7,2,4,3|4|2|2,3,-554,-554,0,0,True,True
5,7,2,4,3|4|2|3,3,-893,-893,0,0,True,True
5,7,2,4,3|4|2|4,3,-1232,-1232,0,0,True,True
5,7,2,4,3|4|3|0,3,103,103,0,0,True,True
5,7,2,4,3|4|3|1,3,-401,-401,0,0,True,True
5,7,2,4,3|4|3|2,3,-905,-905,0,0,True,True
5,7,2,4,3|4|3|3,2,-1409,-1409,0,0,True,True
5,7,2,4,3|4|3|4,2,-1913,-1913,0,0,True,True
5,7,2,4,3|4|4|0,3,82,82,0,0,True,True
5,7,2,4,3|4|4|1,3,-587,-587,0,0,True,True
5,7,2,4,3|4|4|2,3,-1256,-1256,0,0,True,True
5,7,2,4,3|4|4|3,2,-1925,-1925,0,0,True,True
5,7,2,4,3|4|4|4,2,-2594,-2594,0,0,True,True
5,7,2,4,4|0|0|0,2,67,67,0,0,True,True
5,7,2,4,4|0|0|1,3,100,100,0,0,True,True
5,7,2,4,4|0|0|2,3,133,133,0,0,True,True
5,7,2,4,4|0|0|3,3,166,166,0,0,True,True
5,7,2,4,4|0|0|4,2,199,199,0,0,True,True
5,7,2,4,4|0|1|0,3,148,148,0,0,True,True
5,7,2,4,4|0|1|1,3,151,151,0,0,True,True
5,7,2,4,4|0|1|2,4,154,154,0,0,True,True
5,7,2,4,4|0|1|3,4,157,157,0,0,True,True
5,7,2,4,4|0|1|4,3,160,160,0,0,True,True
5,7,2,4,4|0|2|0,3,229,229,0,0,True,True
5,7,2,4,4|0|2|1,4,202,202,0,0,True,True
5,7,2,4,4|0|2|2,3,175,175,0,0,True,True
5,7,2,4,4|0|2|3,4,148,148,0,0,True,True
5,7,2,4,4|0|2|4,3,121,121,0,0,True,True
5,7,2,4,4|0|3|0,3,310,310,0,0,True,True
5,7,2,4,4|0|3|1,4,253,253,0,0,True,True
5,7,2,4,4|0|3|2,4,196,196,0,0,True,True
5,7,2,4,4|0|3|3,3,139,139,0,0,True,True
5,7,2,4,4|0|3|4,3,82,82,0,0,True,True
5,7,2,4,4|0|4|0,2,391,391,0,0,True,True
5,7,2,4,4|0|4|1,3,304,304,0,0,True,True
5,7,2,4,4|0|4|2,3,217,217,0,0,True,True
5,7,2,4,4|0|4|3,3,130,130,0,0,True,True
5,7,2,4,4|0|4|4,2,43,43,0,0,True,True
5,7,2,4,4|1|0|0,3,100,100,0,0,True,True
5,7,2,4,4|1|0|1,3,115,115,0,0,True,True
5,7,2,4,4|1|0|2,4,130,130,0,0,True,True
5,7,2,4,4|1|0|3,4,145,145,0,0,True,True
5,7,2,4,4|1|0|4,3,160,160,0,0,True,True
5,7,2,4,4|1|1|0,3,151,151,0,0,True,True
5,7,2,4,4|1|1|1,2,91,91,0,0,True,True
5,7,2,4,4|1|1|2,3,31,31,0,0,True,True
5,7,2,4,4|1|1|3,3,-29,-29,0,0,True,True
5,7,2,4,4|1|1|4,2,-89,-89,0,0,True,True
5,7,2,4,4|1|2|0,4,202,202,0,0,True,True
5,7,2,4,4|1|2|1,3,67,67,0,0,True,True
5,7,2,4,4|1|2|2,3,-68,-68,0,0,True,True
5,7,2,4,4|1|2|3,4,-203,-203,0,0,True,True
5,7,2,4,4|1|2|4,3,-338,-338,0,0,True,True
5,7,2,4,4|1|3|0,4,253,253,0,0,True,True
5,7,2,4,4|1|3|1,3,43,43,0,0,True,True
5,7,2,4,4|1|3|2,4,-167,-167,0,0,True,True
5,7,2,4,4|1|3|3,3,-377,-377,0,0,True,True
5,7,2,4,4|1|3|4,3,-587,-587,0,0,True,True
5,7,2,4,4|1|4|0,3,304,304,0,0,True,True
5,7,2,4,4|1|4|1,2,19,19,0,0,True,True
5,7,2,4,4|1|4|2,3,-266,-266,0,0,True,True
5,7,2,4,4|1|4|3,3,-551,-551,0,0,True,True
5,7,2,4,4|1|4|4,2,-836,-836,0,0,True,True
5,7,2,4,4|2|0|0,3,133,133,0,0,True,True
5,7,2,4,4|2|0|1,4,130,130,0,0,True,True
5,7,2,4,4|2|0|2,3,127,127,0,0,True,True
5,7,2,4,4|2|0|3,4,124,124,0,0,True,True
5,7,2,4,4|2|0|4,3,121,121,0,0,True,True
5,7,2,4,4|2|1|0,4,154,154,0,0,True,True
5,7,2,4,4|2|1|1,3,31,31,0,0,True,True
5,7,2,4,4|2|1|2,3,-92,-92,0,0,True,True
5,7,2,4,4|2|1|3,4,-215,-215,0,0,True,True
5,7,2,4,4|2|1|4,3,-338,-338,0,0,True,True
5,7,2,4,4|2|2|0,3,175,175,0,0,True,True
5,7,2,4,4|2|2|1,3,-68,-68,0,0,True,True
5,7,2,4,4|2|2|2,2,-311,-311,0,0,True,True
5,7,2,4,4|2|2|3,3,-554,-554,0,0,True,True
5,7,2,4,4|2|2|4,2,-797,-797,0,0,True,True
5,7,2,4,4|2|3|0,4,196,196,0,0,True,True
5,7,2,4,4|2|3|1,4,-167,-167,0,0,True,True
5,7,2,4,4|2|3|2,3,-530,-530,0,0,True,True
5,7,2,4,4|2|3|3,3,-893,-893,0,0,True,True
5,7,2,4,4|2|3|4,3,-1256,-1256,0,0,True,True
5,7,2,4,4|2|4|0,3,217,217,0,0,True,True
5,7,2,4,4|2|4|1,3,-266,-266,0,0,True,True
5,7,2,4,4|2|4|2,2,-749,-749,0,0,True,True
5,7,2,4,4|2|4|3,3,-1232,-1232,0,0,True,True
5,7,2,4,4|2|4|4,2,-1715,-1715,0,0,True,True
5,7,2,4,4|3|0|0,3,166,166,0,0,True,True
5,7,2,4,4|3|0|1,4,145,145,0,0,True,True
5,7,2,4,4|3|0|2,4,124,124,0,0,True,True
5,7,2,4,4|3|0|3,3,103,103,0,0,True,True
5,7,2,4,4|3|0|4,3,82,82,0,0,True,True
5,7,2,4,4|3|1|0,4,157,157,0,0,True,True
5,7,2,4,4|3|1|1,3,-29,-29,0,0,True,True
5,7,2,4,4|3|1|2,4,-215,-215,0,0,True,True
5,7,2,4,4|3|1|3,3,-401,-401,0,0,True,True
5,7,2,4,4|3|1|4,3,-587,-587,0,0,True,True
5,7,2,4,4|3|2|0,4,148,148,0,0,True,True
5,7,2,4,4|3|2|1,4,-203,-203,0,0,True,True
5,7,2,4,4|3|2|2,3,-554,-554,0,0,True,True
5,7,2,4,4|3|2|3,3,-905,-905,0,0,True,True
5,7,2,4,4|3|2|4,3,-1256,-1256,0,0,True,True
5,7,2,4,4|3|3|0,3,139,139,0,0,True,True
5,7,2,4,4|3|3|1,3,-377,-377,0,0,True,True
5,7,2,4,4|3|3|2,3,-893,-893,0,0,True,True
5,7,2,4,4|3|3|3,2,-1409,-1409,0,0,True,True
5,7,2,4,4|3|3|4,2,-1925,-1925,0,0,True,True
5,7,2,4,4|3|4|0,3,130,130,0,0,True,True
5,7,2,4,4|3|4|1,3,-551,-551,0,0,True,True
5,7,2,4,4|3|4|2,3,-1232,-1232,0,0,True,True
5,7,2,4,4|3|4|3,2,-1913,-1913,0,0,True,True
5,7,2,4,4|3|4|4,2,-2594,-2594,0,0,True,True
5,7,2,4,4|4|0|0,2,199,199,0,0,True,True
5,7,2,4,4|4|0|1,3,160,160,0,0,True,True
5,7,2,4,4|4|0|2,3,121,121,0,0,True,True
5,7,2,4,4|4|0|3,3,82,82,0,0,True,True
5,7,2,4,4|4|0|4,2,43,43,0,0,True,True
5,7,2,4,4|4|1|0,3,160,160,0,0,True,True
5,7,2,4,4|4|1|1,2,-89,-89,0,0,True,True
5,7,2,4,4|4|1|2,3,-338,-338,0,0,True,True
5,7,2,4,4|4|1|3,3,-587,-587,0,0,True,True
5,7,2,4,4|4|1|4,2,-836,-836,0,0,True,True
5,7,2,4,4|4|2|0,3,121,121,0,0,True,True
5,7,2,4,4|4|2|1,3,-338,-338,0,0,True,True
5,7,2,4,4|4|2|2,2,-797,-797,0,0,True,True
5,7,2,4,4|4|2|3,3,-1256,-1256,0,0,True,True
5,7,2,4,4|4|2|4,2,-1715,-1715,0,0,True,True
5,7,2,4,4|4|3|0,3,82,82,0,0,True,True
5,7,2,4,4|4|3|1,3,-587,-587,0,0,True,True
5,7,2,4,4|4|3|2,3,-1256,-1256,0,0,True,True
5,7,2,4,4|4|3|3,2,-1925,-1925,0,0,True,True
5,7,2,4,4|4|3|4,2,-2594,-2594,0,0,True,True
5,7,2,4,4|4|4|0,2,43,43,0,0,True,True
5,7,2,4,4|4|4|1,2,-836,-836,0,0,True,True
5,7,2,4,4|4|4|2,2,-1715,-1715,0,0,True,True
5,7,2,4,4|4|4|3,2,-2594,-2594,0,0,True,True
5,7,2,4,4|4|4|4,1,-3472,-3473,1,1,True,True
