alphabet_size,label_atoms,length,canonical_label_word,canonical_atom_word,content_vector,primitive,mixed,word_weight,connected_log_first_repetition,shared_included,disjoint_included,de_rham_cancels_word
4,2|3|5|7,6,0|1|3|0|2|3,2|3|7|2|5|7,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|1|3|0|3|1,2|3|7|2|7|3,2:2|3:2|5:0|7:2,True,True,1/3111696,1/3111696,True,False,False
4,2|3|5|7,6,0|1|3|0|3|2,2|3|7|2|7|5,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|1|3|0|3|3,2|3|7|2|7|7,2:2|3:1|5:0|7:3,True,True,1/16941456,1/16941456,True,False,False
4,2|3|5|7,6,0|1|3|1|0|2,2|3|7|3|2|5,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|1|3|1|0|3,2|3|7|3|2|7,2:2|3:2|5:0|7:2,True,True,1/3111696,1/3111696,True,False,False
4,2|3|5|7,6,0|1|3|1|1|1,2|3|7|3|3|3,2:1|3:4|5:0|7:1,True,True,1/1285956,1/1285956,True,False,False
4,2|3|5|7,6,0|1|3|1|1|2,2|3|7|3|3|5,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|1|3|1|1|3,2|3|7|3|3|7,2:1|3:3|5:0|7:2,True,True,1/7001316,1/7001316,True,False,False
4,2|3|5|7,6,0|1|3|1|2|1,2|3|7|3|5|3,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|1|3|1|2|2,2|3|7|3|5|5,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|1|3|1|2|3,2|3|7|3|5|7,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|1|3|1|3|1,2|3|7|3|7|3,2:1|3:3|5:0|7:2,True,True,1/7001316,1/7001316,True,False,False
4,2|3|5|7,6,0|1|3|1|3|2,2|3|7|3|7|5,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|1|3|1|3|3,2|3|7|3|7|7,2:1|3:2|5:0|7:3,True,True,1/38118276,1/38118276,True,False,False
4,2|3|5|7,6,0|1|3|2|0|2,2|3|7|5|2|5,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|1|3|2|0|3,2|3|7|5|2|7,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|1|3|2|1|1,2|3|7|5|3|3,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|1|3|2|1|2,2|3|7|5|3|5,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|1|3|2|1|3,2|3|7|5|3|7,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|1|3|2|2|1,2|3|7|5|5|3,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|1|3|2|2|2,2|3|7|5|5|5,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|1|3|2|2|3,2|3|7|5|5|7,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|1|3|2|3|1,2|3|7|5|7|3,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|1|3|2|3|2,2|3|7|5|7|5,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|1|3|2|3|3,2|3|7|5|7|7,2:1|3:1|5:1|7:3,True,True,1/105884100,1/105884100,True,False,False
4,2|3|5|7,6,0|1|3|3|0|2,2|3|7|7|2|5,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|1|3|3|0|3,2|3|7|7|2|7,2:2|3:1|5:0|7:3,True,True,1/16941456,1/16941456,True,False,False
4,2|3|5|7,6,0|1|3|3|1|1,2|3|7|7|3|3,2:1|3:3|5:0|7:2,True,True,1/7001316,1/7001316,True,False,False
4,2|3|5|7,6,0|1|3|3|1|2,2|3|7|7|3|5,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|1|3|3|1|3,2|3|7|7|3|7,2:1|3:2|5:0|7:3,True,True,1/38118276,1/38118276,True,False,False
4,2|3|5|7,6,0|1|3|3|2|1,2|3|7|7|5|3,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|1|3|3|2|2,2|3|7|7|5|5,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|1|3|3|2|3,2|3|7|7|5|7,2:1|3:1|5:1|7:3,True,True,1/105884100,1/105884100,True,False,False
4,2|3|5|7,6,0|1|3|3|3|1,2|3|7|7|7|3,2:1|3:2|5:0|7:3,True,True,1/38118276,1/38118276,True,False,False
4,2|3|5|7,6,0|1|3|3|3|2,2|3|7|7|7|5,2:1|3:1|5:1|7:3,True,True,1/105884100,1/105884100,True,False,False
4,2|3|5|7,6,0|1|3|3|3|3,2|3|7|7|7|7,2:1|3:1|5:0|7:4,True,True,1/207532836,1/207532836,True,False,False
4,2|3|5|7,6,0|2|0|2|0|3,2|5|2|5|2|7,2:3|3:0|5:2|7:1,True,True,1/1960000,1/1960000,True,False,False
4,2|3|5|7,6,0|2|0|2|1|1,2|5|2|5|3|3,2:2|3:2|5:2|7:0,True,True,1/810000,1/810000,True,False,False
4,2|3|5|7,6,0|2|0|2|1|2,2|5|2|5|3|5,2:2|3:1|5:3|7:0,True,True,1/2250000,1/2250000,True,False,False
4,2|3|5|7,6,0|2|0|2|1|3,2|5|2|5|3|7,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|2|0|2|2|1,2|5|2|5|5|3,2:2|3:1|5:3|7:0,True,True,1/2250000,1/2250000,True,False,False
4,2|3|5|7,6,0|2|0|2|2|2,2|5|2|5|5|5,2:2|3:0|5:4|7:0,True,True,1/6250000,1/6250000,True,False,False
4,2|3|5|7,6,0|2|0|2|2|3,2|5|2|5|5|7,2:2|3:0|5:3|7:1,True,True,1/12250000,1/12250000,True,False,False
4,2|3|5|7,6,0|2|0|2|3|1,2|5|2|5|7|3,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|2|0|2|3|2,2|5|2|5|7|5,2:2|3:0|5:3|7:1,True,True,1/12250000,1/12250000,True,False,False
4,2|3|5|7,6,0|2|0|2|3|3,2|5|2|5|7|7,2:2|3:0|5:2|7:2,True,True,1/24010000,1/24010000,True,False,False
4,2|3|5|7,6,0|2|0|3|0|3,2|5|2|7|2|7,2:3|3:0|5:1|7:2,True,True,1/3841600,1/3841600,True,False,False
4,2|3|5|7,6,0|2|0|3|1|1,2|5|2|7|3|3,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|2|0|3|1|2,2|5|2|7|3|5,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|2|0|3|1|3,2|5|2|7|3|7,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|2|0|3|2|1,2|5|2|7|5|3,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|2|0|3|2|2,2|5|2|7|5|5,2:2|3:0|5:3|7:1,True,True,1/12250000,1/12250000,True,False,False
4,2|3|5|7,6,0|2|0|3|2|3,2|5|2|7|5|7,2:2|3:0|5:2|7:2,True,True,1/24010000,1/24010000,True,False,False
4,2|3|5|7,6,0|2|0|3|3|1,2|5|2|7|7|3,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|2|0|3|3|2,2|5|2|7|7|5,2:2|3:0|5:2|7:2,True,True,1/24010000,1/24010000,True,False,False
4,2|3|5|7,6,0|2|0|3|3|3,2|5|2|7|7|7,2:2|3:0|5:1|7:3,True,True,1/47059600,1/47059600,True,False,False
4,2|3|5|7,6,0|2|1|0|2|2,2|5|3|2|5|5,2:2|3:1|5:3|7:0,True,True,1/2250000,1/2250000,True,False,False
4,2|3|5|7,6,0|2|1|0|2|3,2|5|3|2|5|7,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|2|1|0|3|1,2|5|3|2|7|3,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|2|1|0|3|2,2|5|3|2|7|5,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|2|1|0|3|3,2|5|3|2|7|7,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|2|1|1|0|3,2|5|3|3|2|7,2:2|3:2|5:1|7:1,True,True,1/1587600,1/1587600,True,False,False
4,2|3|5|7,6,0|2|1|1|1|1,2|5|3|3|3|3,2:1|3:4|5:1|7:0,True,True,1/656100,1/656100,True,False,False
4,2|3|5|7,6,0|2|1|1|1|2,2|5|3|3|3|5,2:1|3:3|5:2|7:0,True,True,1/1822500,1/1822500,True,False,False
4,2|3|5|7,6,0|2|1|1|1|3,2|5|3|3|3|7,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|2|1|1|2|1,2|5|3|3|5|3,2:1|3:3|5:2|7:0,True,True,1/1822500,1/1822500,True,False,False
4,2|3|5|7,6,0|2|1|1|2|2,2|5|3|3|5|5,2:1|3:2|5:3|7:0,True,True,1/5062500,1/5062500,True,False,False
4,2|3|5|7,6,0|2|1|1|2|3,2|5|3|3|5|7,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|1|1|3|1,2|5|3|3|7|3,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|2|1|1|3|2,2|5|3|3|7|5,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|1|1|3|3,2|5|3|3|7|7,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|2|1|2|0|3,2|5|3|5|2|7,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|2|1|2|1|1,2|5|3|5|3|3,2:1|3:3|5:2|7:0,True,True,1/1822500,1/1822500,True,False,False
4,2|3|5|7,6,0|2|1|2|1|2,2|5|3|5|3|5,2:1|3:2|5:3|7:0,True,True,1/5062500,1/5062500,True,False,False
4,2|3|5|7,6,0|2|1|2|1|3,2|5|3|5|3|7,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|1|2|2|1,2|5|3|5|5|3,2:1|3:2|5:3|7:0,True,True,1/5062500,1/5062500,True,False,False
4,2|3|5|7,6,0|2|1|2|2|2,2|5|3|5|5|5,2:1|3:1|5:4|7:0,True,True,1/14062500,1/14062500,True,False,False
4,2|3|5|7,6,0|2|1|2|2|3,2|5|3|5|5|7,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|1|2|3|1,2|5|3|5|7|3,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|1|2|3|2,2|5|3|5|7|5,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|1|2|3|3,2|5|3|5|7|7,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|1|3|0|3,2|5|3|7|2|7,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|2|1|3|1|1,2|5|3|7|3|3,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|2|1|3|1|2,2|5|3|7|3|5,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|1|3|1|3,2|5|3|7|3|7,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|2|1|3|2|1,2|5|3|7|5|3,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|1|3|2|2,2|5|3|7|5|5,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|1|3|2|3,2|5|3|7|5|7,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|1|3|3|1,2|5|3|7|7|3,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|2|1|3|3|2,2|5|3|7|7|5,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|1|3|3|3,2|5|3|7|7|7,2:1|3:1|5:1|7:3,True,True,1/105884100,1/105884100,True,False,False
4,2|3|5|7,6,0|2|2|0|2|3,2|5|5|2|5|7,2:2|3:0|5:3|7:1,True,True,1/12250000,1/12250000,True,False,False
4,2|3|5|7,6,0|2|2|0|3|1,2|5|5|2|7|3,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|2|2|0|3|2,2|5|5|2|7|5,2:2|3:0|5:3|7:1,True,True,1/12250000,1/12250000,True,False,False
4,2|3|5|7,6,0|2|2|0|3|3,2|5|5|2|7|7,2:2|3:0|5:2|7:2,True,True,1/24010000,1/24010000,True,False,False
4,2|3|5|7,6,0|2|2|1|0|3,2|5|5|3|2|7,2:2|3:1|5:2|7:1,True,True,1/4410000,1/4410000,True,False,False
4,2|3|5|7,6,0|2|2|1|1|1,2|5|5|3|3|3,2:1|3:3|5:2|7:0,True,True,1/1822500,1/1822500,True,False,False
4,2|3|5|7,6,0|2|2|1|1|2,2|5|5|3|3|5,2:1|3:2|5:3|7:0,True,True,1/5062500,1/5062500,True,False,False
4,2|3|5|7,6,0|2|2|1|1|3,2|5|5|3|3|7,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|2|1|2|1,2|5|5|3|5|3,2:1|3:2|5:3|7:0,True,True,1/5062500,1/5062500,True,False,False
4,2|3|5|7,6,0|2|2|1|2|2,2|5|5|3|5|5,2:1|3:1|5:4|7:0,True,True,1/14062500,1/14062500,True,False,False
4,2|3|5|7,6,0|2|2|1|2|3,2|5|5|3|5|7,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|2|1|3|1,2|5|5|3|7|3,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|2|1|3|2,2|5|5|3|7|5,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|2|1|3|3,2|5|5|3|7|7,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|2|2|0|3,2|5|5|5|2|7,2:2|3:0|5:3|7:1,True,True,1/12250000,1/12250000,True,False,False
4,2|3|5|7,6,0|2|2|2|1|1,2|5|5|5|3|3,2:1|3:2|5:3|7:0,True,True,1/5062500,1/5062500,True,False,False
4,2|3|5|7,6,0|2|2|2|1|2,2|5|5|5|3|5,2:1|3:1|5:4|7:0,True,True,1/14062500,1/14062500,True,False,False
4,2|3|5|7,6,0|2|2|2|1|3,2|5|5|5|3|7,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|2|2|2|1,2|5|5|5|5|3,2:1|3:1|5:4|7:0,True,True,1/14062500,1/14062500,True,False,False
4,2|3|5|7,6,0|2|2|2|2|2,2|5|5|5|5|5,2:1|3:0|5:5|7:0,True,True,1/39062500,1/39062500,True,False,False
4,2|3|5|7,6,0|2|2|2|2|3,2|5|5|5|5|7,2:1|3:0|5:4|7:1,True,True,1/76562500,1/76562500,True,False,False
4,2|3|5|7,6,0|2|2|2|3|1,2|5|5|5|7|3,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|2|2|3|2,2|5|5|5|7|5,2:1|3:0|5:4|7:1,True,True,1/76562500,1/76562500,True,False,False
4,2|3|5|7,6,0|2|2|2|3|3,2|5|5|5|7|7,2:1|3:0|5:3|7:2,True,True,1/150062500,1/150062500,True,False,False
4,2|3|5|7,6,0|2|2|3|0|3,2|5|5|7|2|7,2:2|3:0|5:2|7:2,True,True,1/24010000,1/24010000,True,False,False
4,2|3|5|7,6,0|2|2|3|1|1,2|5|5|7|3|3,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|2|3|1|2,2|5|5|7|3|5,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|2|3|1|3,2|5|5|7|3|7,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|2|3|2|1,2|5|5|7|5|3,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|2|3|2|2,2|5|5|7|5|5,2:1|3:0|5:4|7:1,True,True,1/76562500,1/76562500,True,False,False
4,2|3|5|7,6,0|2|2|3|2|3,2|5|5|7|5|7,2:1|3:0|5:3|7:2,True,True,1/150062500,1/150062500,True,False,False
4,2|3|5|7,6,0|2|2|3|3|1,2|5|5|7|7|3,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|2|3|3|2,2|5|5|7|7|5,2:1|3:0|5:3|7:2,True,True,1/150062500,1/150062500,True,False,False
4,2|3|5|7,6,0|2|2|3|3|3,2|5|5|7|7|7,2:1|3:0|5:2|7:3,True,True,1/294122500,1/294122500,True,False,False
4,2|3|5|7,6,0|2|3|0|3|1,2|5|7|2|7|3,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|2|3|0|3|2,2|5|7|2|7|5,2:2|3:0|5:2|7:2,True,True,1/24010000,1/24010000,True,False,False
4,2|3|5|7,6,0|2|3|0|3|3,2|5|7|2|7|7,2:2|3:0|5:1|7:3,True,True,1/47059600,1/47059600,True,False,False
4,2|3|5|7,6,0|2|3|1|0|3,2|5|7|3|2|7,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|2|3|1|1|1,2|5|7|3|3|3,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|2|3|1|1|2,2|5|7|3|3|5,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|3|1|1|3,2|5|7|3|3|7,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|2|3|1|2|1,2|5|7|3|5|3,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|3|1|2|2,2|5|7|3|5|5,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|3|1|2|3,2|5|7|3|5|7,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|3|1|3|1,2|5|7|3|7|3,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|2|3|1|3|2,2|5|7|3|7|5,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|3|1|3|3,2|5|7|3|7|7,2:1|3:1|5:1|7:3,True,True,1/105884100,1/105884100,True,False,False
4,2|3|5|7,6,0|2|3|2|0|3,2|5|7|5|2|7,2:2|3:0|5:2|7:2,True,True,1/24010000,1/24010000,True,False,False
4,2|3|5|7,6,0|2|3|2|1|1,2|5|7|5|3|3,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|2|3|2|1|2,2|5|7|5|3|5,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|3|2|1|3,2|5|7|5|3|7,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|3|2|2|1,2|5|7|5|5|3,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|2|3|2|2|2,2|5|7|5|5|5,2:1|3:0|5:4|7:1,True,True,1/76562500,1/76562500,True,False,False
4,2|3|5|7,6,0|2|3|2|2|3,2|5|7|5|5|7,2:1|3:0|5:3|7:2,True,True,1/150062500,1/150062500,True,False,False
4,2|3|5|7,6,0|2|3|2|3|1,2|5|7|5|7|3,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|3|2|3|2,2|5|7|5|7|5,2:1|3:0|5:3|7:2,True,True,1/150062500,1/150062500,True,False,False
4,2|3|5|7,6,0|2|3|2|3|3,2|5|7|5|7|7,2:1|3:0|5:2|7:3,True,True,1/294122500,1/294122500,True,False,False
4,2|3|5|7,6,0|2|3|3|0|3,2|5|7|7|2|7,2:2|3:0|5:1|7:3,True,True,1/47059600,1/47059600,True,False,False
4,2|3|5|7,6,0|2|3|3|1|1,2|5|7|7|3|3,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|2|3|3|1|2,2|5|7|7|3|5,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|3|3|1|3,2|5|7|7|3|7,2:1|3:1|5:1|7:3,True,True,1/105884100,1/105884100,True,False,False
4,2|3|5|7,6,0|2|3|3|2|1,2|5|7|7|5|3,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|2|3|3|2|2,2|5|7|7|5|5,2:1|3:0|5:3|7:2,True,True,1/150062500,1/150062500,True,False,False
4,2|3|5|7,6,0|2|3|3|2|3,2|5|7|7|5|7,2:1|3:0|5:2|7:3,True,True,1/294122500,1/294122500,True,False,False
4,2|3|5|7,6,0|2|3|3|3|1,2|5|7|7|7|3,2:1|3:1|5:1|7:3,True,True,1/105884100,1/105884100,True,False,False
4,2|3|5|7,6,0|2|3|3|3|2,2|5|7|7|7|5,2:1|3:0|5:2|7:3,True,True,1/294122500,1/294122500,True,False,False
4,2|3|5|7,6,0|2|3|3|3|3,2|5|7|7|7|7,2:1|3:0|5:1|7:4,True,True,1/576480100,1/576480100,True,False,False
4,2|3|5|7,6,0|3|0|3|1|1,2|7|2|7|3|3,2:2|3:2|5:0|7:2,True,True,1/3111696,1/3111696,True,False,False
4,2|3|5|7,6,0|3|0|3|1|2,2|7|2|7|3|5,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|3|0|3|1|3,2|7|2|7|3|7,2:2|3:1|5:0|7:3,True,True,1/16941456,1/16941456,True,False,False
4,2|3|5|7,6,0|3|0|3|2|1,2|7|2|7|5|3,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|3|0|3|2|2,2|7|2|7|5|5,2:2|3:0|5:2|7:2,True,True,1/24010000,1/24010000,True,False,False
4,2|3|5|7,6,0|3|0|3|2|3,2|7|2|7|5|7,2:2|3:0|5:1|7:3,True,True,1/47059600,1/47059600,True,False,False
4,2|3|5|7,6,0|3|0|3|3|1,2|7|2|7|7|3,2:2|3:1|5:0|7:3,True,True,1/16941456,1/16941456,True,False,False
4,2|3|5|7,6,0|3|0|3|3|2,2|7|2|7|7|5,2:2|3:0|5:1|7:3,True,True,1/47059600,1/47059600,True,False,False
4,2|3|5|7,6,0|3|0|3|3|3,2|7|2|7|7|7,2:2|3:0|5:0|7:4,True,True,1/92236816,1/92236816,True,False,False
4,2|3|5|7,6,0|3|1|0|3|2,2|7|3|2|7|5,2:2|3:1|5:1|7:2,True,True,1/8643600,1/8643600,True,False,False
4,2|3|5|7,6,0|3|1|0|3|3,2|7|3|2|7|7,2:2|3:1|5:0|7:3,True,True,1/16941456,1/16941456,True,False,False
4,2|3|5|7,6,0|3|1|1|1|1,2|7|3|3|3|3,2:1|3:4|5:0|7:1,True,True,1/1285956,1/1285956,True,False,False
4,2|3|5|7,6,0|3|1|1|1|2,2|7|3|3|3|5,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|3|1|1|1|3,2|7|3|3|3|7,2:1|3:3|5:0|7:2,True,True,1/7001316,1/7001316,True,False,False
4,2|3|5|7,6,0|3|1|1|2|1,2|7|3|3|5|3,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|3|1|1|2|2,2|7|3|3|5|5,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|3|1|1|2|3,2|7|3|3|5|7,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|3|1|1|3|1,2|7|3|3|7|3,2:1|3:3|5:0|7:2,True,True,1/7001316,1/7001316,True,False,False
4,2|3|5|7,6,0|3|1|1|3|2,2|7|3|3|7|5,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|3|1|1|3|3,2|7|3|3|7|7,2:1|3:2|5:0|7:3,True,True,1/38118276,1/38118276,True,False,False
4,2|3|5|7,6,0|3|1|2|1|1,2|7|3|5|3|3,2:1|3:3|5:1|7:1,True,True,1/3572100,1/3572100,True,False,False
4,2|3|5|7,6,0|3|1|2|1|2,2|7|3|5|3|5,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|3|1|2|1|3,2|7|3|5|3|7,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|3|1|2|2|1,2|7|3|5|5|3,2:1|3:2|5:2|7:1,True,True,1/9922500,1/9922500,True,False,False
4,2|3|5|7,6,0|3|1|2|2|2,2|7|3|5|5|5,2:1|3:1|5:3|7:1,True,True,1/27562500,1/27562500,True,False,False
4,2|3|5|7,6,0|3|1|2|2|3,2|7|3|5|5|7,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|3|1|2|3|1,2|7|3|5|7|3,2:1|3:2|5:1|7:2,True,True,1/19448100,1/19448100,True,False,False
4,2|3|5|7,6,0|3|1|2|3|2,2|7|3|5|7|5,2:1|3:1|5:2|7:2,True,True,1/54022500,1/54022500,True,False,False
4,2|3|5|7,6,0|3|1|2|3|3,2|7|3|5|7|7,2:1|3:1|5:1|7:3,True,True,1/105884100,1/105884100,True,False,False
